path,size_bytes,ext
src/commands/extra-usage/extra-usage-noninteractive.ts,466,.ts
src/commands/extra-usage/extra-usage.tsx,3134,.tsx
src/commands/extra-usage/index.ts,1101,.ts
src/commands/fast/fast.tsx,33931,.tsx
src/commands/fast/index.ts,693,.ts
src/commands/feedback/feedback.tsx,5095,.tsx
src/commands/feedback/index.ts,931,.ts
src/commands/files/files.ts,688,.ts
src/commands/files/index.ts,316,.ts
src/commands/good-claude/index.js,73,.js
src/commands/heapdump/heapdump.ts,398,.ts
src/commands/heapdump/index.ts,288,.ts
src/commands/help/help.tsx,1432,.tsx
src/commands/help/index.ts,229,.ts
src/commands/hooks/hooks.tsx,2679,.tsx
src/commands/hooks/index.ts,260,.ts
src/commands/ide/ide.tsx,77066,.tsx
src/commands/ide/index.ts,258,.ts
src/commands/init-verifiers.ts,10315,.ts
src/commands/init.ts,20961,.ts
src/commands/insights.ts,115949,.ts
src/commands/install-github-app/ApiKeyStep.tsx,23518,.tsx
src/commands/install-github-app/CheckExistingSecretStep.tsx,18135,.tsx
src/commands/install-github-app/CheckGitHubStep.tsx,1248,.tsx
src/commands/install-github-app/ChooseRepoStep.tsx,21279,.tsx
src/commands/install-github-app/CreatingStep.tsx,9266,.tsx
src/commands/install-github-app/ErrorStep.tsx,8602,.tsx
src/commands/install-github-app/ExistingWorkflowStep.tsx,9833,.tsx
src/commands/install-github-app/index.ts,471,.ts
src/commands/install-github-app/install-github-app.tsx,87155,.tsx
src/commands/install-github-app/InstallAppStep.tsx,9601,.tsx
src/commands/install-github-app/OAuthFlowStep.tsx,39935,.tsx
src/commands/install-github-app/setupGitHubActions.ts,10168,.ts
src/commands/install-github-app/SuccessStep.tsx,10170,.tsx
src/commands/install-github-app/WarningsStep.tsx,9132,.tsx
src/commands/install-slack-app/index.ts,333,.ts
src/commands/install-slack-app/install-slack-app.ts,877,.ts
src/commands/install.tsx,39068,.tsx
src/commands/issue/index.js,73,.js
src/commands/keybindings/index.ts,448,.ts
src/commands/keybindings/keybindings.ts,1645,.ts
src/commands/login/index.ts,489,.ts
src/commands/login/login.tsx,16109,.tsx
src/commands/logout/index.ts,341,.ts
src/commands/logout/logout.tsx,10732,.tsx
src/commands/mcp/addCommand.ts,9848,.ts
src/commands/mcp/index.ts,280,.ts
src/commands/mcp/mcp.tsx,12126,.tsx
src/commands/mcp/xaaIdpCommand.ts,10290,.ts
src/commands/memory/index.ts,220,.ts
src/commands/memory/memory.tsx,12608,.tsx
src/commands/mobile/index.ts,282,.ts
src/commands/mobile/mobile.tsx,21797,.tsx
src/commands/mock-limits/index.js,73,.js
src/commands/model/index.ts,559,.ts
src/commands/model/model.tsx,37569,.tsx
src/commands/oauth-refresh/index.js,73,.js
src/commands/onboarding/index.js,73,.js
src/commands/output-style/index.ts,291,.ts
src/commands/output-style/output-style.tsx,1343,.tsx
src/commands/passes/index.ts,632,.ts
src/commands/passes/passes.tsx,3783,.tsx
src/commands/perf-issue/index.js,73,.js
src/commands/permissions/index.ts,296,.ts
src/commands/permissions/permissions.tsx,2223,.tsx
src/commands/plan/index.ts,286,.ts
src/commands/plan/plan.tsx,13904,.tsx
src/commands/plugin/AddMarketplace.tsx,21821,.tsx
src/commands/plugin/BrowseMarketplace.tsx,119562,.tsx
src/commands/plugin/DiscoverPlugins.tsx,106666,.tsx
src/commands/plugin/index.tsx,1337,.tsx
src/commands/plugin/ManageMarketplaces.tsx,118912,.tsx
src/commands/plugin/ManagePlugins.tsx,321775,.tsx
src/commands/plugin/parseArgs.ts,2818,.ts
src/commands/plugin/plugin.tsx,1590,.tsx
src/commands/plugin/pluginDetailsHelpers.tsx,12424,.tsx
src/commands/plugin/PluginErrors.tsx,23316,.tsx
src/commands/plugin/PluginOptionsDialog.tsx,34537,.tsx
src/commands/plugin/PluginOptionsFlow.tsx,18702,.tsx
src/commands/plugin/PluginSettings.tsx,128668,.tsx
src/commands/plugin/PluginTrustWarning.tsx,3919,.tsx
src/commands/plugin/UnifiedInstalledCell.tsx,44441,.tsx
src/commands/plugin/usePagination.ts,4990,.ts
src/commands/plugin/ValidatePlugin.tsx,12369,.tsx
src/commands/pr_comments/index.ts,1848,.ts
src/commands/privacy-settings/index.ts,399,.ts
src/commands/privacy-settings/privacy-settings.tsx,10043,.tsx
src/commands/rate-limit-options/index.ts,511,.ts
src/commands/rate-limit-options/rate-limit-options.tsx,23749,.tsx
src/commands/release-notes/index.ts,268,.ts
src/commands/release-notes/release-notes.ts,1524,.ts
src/commands/reload-plugins/index.ts,653,.ts
src/commands/reload-plugins/reload-plugins.ts,2598,.ts
src/commands/remote-env/index.ts,577,.ts
src/commands/remote-env/remote-env.tsx,1454,.tsx
src/commands/remote-setup/api.ts,5519,.ts
src/commands/remote-setup/index.ts,693,.ts
src/commands/remote-setup/remote-setup.tsx,21786,.tsx
src/commands/rename/generateSessionName.ts,2297,.ts
src/commands/rename/index.ts,281,.ts
src/commands/rename/rename.ts,2759,.ts
src/commands/reset-limits/index.js,172,.js
src/commands/resume/index.ts,303,.ts
src/commands/resume/resume.tsx,37026,.tsx
src/commands/review/reviewRemote.ts,11926,.ts
src/commands/review/ultrareviewCommand.tsx,9855,.tsx
src/commands/review/ultrareviewEnabled.ts,526,.ts
src/commands/review/UltrareviewOverageDialog.tsx,9655,.tsx
src/commands/review.ts,2188,.ts
src/commands/rewind/index.ts,337,.ts
src/commands/rewind/rewind.ts,376,.ts
src/commands/sandbox-toggle/index.ts,1520,.ts
src/commands/sandbox-toggle/sandbox-toggle.tsx,13157,.tsx
src/commands/security-review.ts,12531,.ts
src/commands/session/index.ts,418,.ts
src/commands/session/session.tsx,13009,.tsx
src/commands/share/index.js,73,.js
src/commands/skills/index.ts,226,.ts
src/commands/skills/skills.tsx,1888,.tsx
src/commands/stats/index.ts,252,.ts
src/commands/stats/stats.tsx,1141,.tsx
src/commands/status/index.ts,322,.ts
src/commands/status/status.tsx,1855,.tsx
src/commands/statusline.tsx,3568,.tsx
src/commands/stickers/index.ts,268,.ts
src/commands/stickers/stickers.ts,476,.ts
src/commands/summary/index.js,73,.js
src/commands/tag/index.ts,321,.ts
src/commands/tag/tag.tsx,20999,.tsx
src/commands/tasks/index.ts,256,.ts
src/commands/tasks/tasks.tsx,1901,.tsx
src/commands/teleport/index.js,73,.js
src/commands/terminalSetup/index.ts,725,.ts
src/commands/terminalSetup/terminalSetup.tsx,77528,.tsx
src/commands/theme/index.ts,217,.ts
src/commands/theme/theme.tsx,5180,.tsx
src/commands/thinkback/index.ts,442,.ts
src/commands/thinkback/thinkback.tsx,61993,.tsx
src/commands/thinkback-play/index.ts,608,.ts
src/commands/thinkback-play/thinkback-play.ts,1430,.ts
src/commands/ultraplan.tsx,66629,.tsx
src/commands/upgrade/index.ts,523,.ts
src/commands/upgrade/upgrade.tsx,7438,.tsx
src/commands/usage/index.ts,233,.ts
src/commands/usage/usage.tsx,1403,.tsx
src/commands/version.ts,577,.ts
src/commands/vim/index.ts,273,.ts
src/commands/vim/vim.ts,1139,.ts
src/commands/voice/index.ts,482,.ts
src/commands/voice/voice.ts,5264,.ts
src/commands.ts,25185,.ts
src/components/AgentProgressLine.tsx,14238,.tsx
src/components/agents/AgentDetail.tsx,23566,.tsx
src/components/agents/AgentEditor.tsx,26437,.tsx
src/components/agents/agentFileUtils.ts,7487,.ts
src/components/agents/AgentNavigationFooter.tsx,3067,.tsx
src/components/agents/AgentsList.tsx,52257,.tsx
src/components/agents/AgentsMenu.tsx,70586,.tsx
src/components/agents/ColorPicker.tsx,14204,.tsx
src/components/agents/generateAgent.ts,10151,.ts
src/components/agents/ModelSelector.tsx,6927,.tsx
src/components/agents/new-agent-creation/CreateAgentWizard.tsx,10427,.tsx
src/components/agents/new-agent-creation/wizard-steps/ColorStep.tsx,10430,.tsx
src/components/agents/new-agent-creation/wizard-steps/ConfirmStep.tsx,35034,.tsx
src/components/agents/new-agent-creation/wizard-steps/ConfirmStepWrapper.tsx,14450,.tsx
src/components/agents/new-agent-creation/wizard-steps/DescriptionStep.tsx,14331,.tsx
src/components/agents/new-agent-creation/wizard-steps/GenerateStep.tsx,22113,.tsx
src/components/agents/new-agent-creation/wizard-steps/LocationStep.tsx,8280,.tsx
src/components/agents/new-agent-creation/wizard-steps/MemoryStep.tsx,14084,.tsx
src/components/agents/new-agent-creation/wizard-steps/MethodStep.tsx,8516,.tsx
src/components/agents/new-agent-creation/wizard-steps/ModelStep.tsx,6321,.tsx
src/components/agents/new-agent-creation/wizard-steps/PromptStep.tsx,14831,.tsx
src/components/agents/new-agent-creation/wizard-steps/ToolsStep.tsx,7220,.tsx
src/components/agents/new-agent-creation/wizard-steps/TypeStep.tsx,12474,.tsx
src/components/agents/ToolSelector.tsx,64871,.tsx
src/components/agents/types.ts,915,.ts
src/components/agents/utils.ts,528,.ts
src/components/agents/validateAgent.ts,3150,.ts
src/components/App.tsx,5204,.tsx
src/components/ApproveApiKey.tsx,10621,.tsx
src/components/AutoModeOptInDialog.tsx,13302,.tsx
src/components/AutoUpdater.tsx,30788,.tsx
src/components/AutoUpdaterWrapper.tsx,11972,.tsx
src/components/AwsAuthStatusBox.tsx,9707,.tsx
src/components/BaseTextInput.tsx,19313,.tsx
src/components/BashModeProgress.tsx,5675,.tsx
src/components/BridgeDialog.tsx,34418,.tsx
src/components/BypassPermissionsModeDialog.tsx,9136,.tsx
src/components/ChannelDowngradeDialog.tsx,8253,.tsx
src/components/ClaudeCodeHint/PluginHintMenu.tsx,9341,.tsx
src/components/ClaudeInChromeOnboarding.tsx,12151,.tsx
src/components/ClaudeMdExternalIncludesDialog.tsx,13532,.tsx
src/components/ClickableImageRef.tsx,7495,.tsx
src/components/CompactSummary.tsx,14437,.tsx
src/components/ConfigurableShortcutHint.tsx,5436,.tsx
src/components/ConsoleOAuthFlow.tsx,79968,.tsx
src/components/ContextSuggestions.tsx,5952,.tsx
src/components/ContextVisualization.tsx,76073,.tsx
src/components/CoordinatorAgentStatus.tsx,36038,.tsx
src/components/CostThresholdDialog.tsx,4336,.tsx
src/components/CtrlOToExpand.tsx,6062,.tsx
src/components/CustomSelect/index.ts,118,.ts
src/components/CustomSelect/option-map.ts,1189,.ts
src/components/CustomSelect/select-input-option.tsx,58172,.tsx
src/components/CustomSelect/select-option.tsx,5793,.tsx
src/components/CustomSelect/select.tsx,115187,.tsx
src/components/CustomSelect/SelectMulti.tsx,29884,.tsx
src/components/CustomSelect/use-multi-select-state.ts,10952,.ts
src/components/CustomSelect/use-select-input.ts,8770,.ts
src/components/CustomSelect/use-select-navigation.ts,16388,.ts
src/components/CustomSelect/use-select-state.ts,2859,.ts
src/components/design-system/Byline.tsx,6493,.tsx
src/components/design-system/color.ts,853,.ts
src/components/design-system/Dialog.tsx,14112,.tsx
src/components/design-system/Divider.tsx,11094,.tsx
src/components/design-system/FuzzyPicker.tsx,40862,.tsx
src/components/design-system/KeyboardShortcutHint.tsx,6847,.tsx
src/components/design-system/ListItem.tsx,19535,.tsx
src/components/design-system/LoadingState.tsx,6448,.tsx
src/components/design-system/Pane.tsx,6907,.tsx
src/components/design-system/ProgressBar.tsx,7170,.tsx
src/components/design-system/Ratchet.tsx,7166,.tsx
src/components/design-system/StatusIcon.tsx,7568,.tsx
src/components/design-system/Tabs.tsx,41447,.tsx
src/components/design-system/ThemedBox.tsx,18043,.tsx
src/components/design-system/ThemedText.tsx,13877,.tsx
src/components/design-system/ThemeProvider.tsx,18852,.tsx
src/components/DesktopHandoff.tsx,19335,.tsx
src/components/DesktopUpsell/DesktopUpsellStartup.tsx,15520,.tsx
src/components/DevBar.tsx,5040,.tsx
src/components/DevChannelsDialog.tsx,9113,.tsx
src/components/DiagnosticsDisplay.tsx,13220,.tsx
src/components/diff/DiffDetailView.tsx,22615,.tsx
src/components/diff/DiffDialog.tsx,43407,.tsx
src/components/diff/DiffFileList.tsx,25342,.tsx
src/components/EffortCallout.tsx,24778,.tsx
src/components/EffortIndicator.ts,1128,.ts
src/components/ExitFlow.tsx,4364,.tsx
src/components/ExportDialog.tsx,19333,.tsx
src/components/FallbackToolUseErrorMessage.tsx,12623,.tsx
src/components/FallbackToolUseRejectedMessage.tsx,1754,.tsx
src/components/FastIcon.tsx,4627,.tsx
src/components/Feedback.tsx,87696,.tsx
src/components/FeedbackSurvey/FeedbackSurvey.tsx,19393,.tsx
src/components/FeedbackSurvey/FeedbackSurveyView.tsx,10660,.tsx
src/components/FeedbackSurvey/submitTranscriptShare.ts,3251,.ts
src/components/FeedbackSurvey/TranscriptSharePrompt.tsx,9933,.tsx
src/components/FeedbackSurvey/useDebouncedDigitInput.ts,2722,.ts
src/components/FeedbackSurvey/useFeedbackSurvey.tsx,48187,.tsx
src/components/FeedbackSurvey/useMemorySurvey.tsx,30418,.tsx
src/components/FeedbackSurvey/usePostCompactSurvey.tsx,24071,.tsx
src/components/FeedbackSurvey/useSurveyState.tsx,14800,.tsx
src/components/FileEditToolDiff.tsx,21900,.tsx
src/components/FileEditToolUpdatedMessage.tsx,12097,.tsx
src/components/FileEditToolUseRejectedMessage.tsx,15126,.tsx
src/components/FilePathLink.tsx,3242,.tsx
src/components/FullscreenLayout.tsx,84913,.tsx
src/components/GlobalSearchDialog.tsx,43997,.tsx
src/components/grove/Grove.tsx,49525,.tsx
src/components/HelpV2/Commands.tsx,9738,.tsx
src/components/HelpV2/General.tsx,3101,.tsx
src/components/HelpV2/HelpV2.tsx,20986,.tsx
src/components/HighlightedCode/Fallback.tsx,16263,.tsx
src/components/HighlightedCode.tsx,17579,.tsx
src/components/HistorySearchDialog.tsx,19923,.tsx
src/components/hooks/HooksConfigMenu.tsx,54469,.tsx
src/components/hooks/PromptDialog.tsx,7482,.tsx
src/components/hooks/SelectEventMode.tsx,13555,.tsx
src/components/hooks/SelectHookMode.tsx,12907,.tsx
src/components/hooks/SelectMatcherMode.tsx,14809,.tsx
src/components/hooks/ViewHookMode.tsx,17969,.tsx
src/components/IdeAutoConnectDialog.tsx,13271,.tsx
src/components/IdeOnboardingDialog.tsx,16399,.tsx
src/components/IdeStatusIndicator.tsx,6430,.tsx
src/components/IdleReturnDialog.tsx,9861,.tsx
src/components/InterruptedByUser.tsx,1962,.tsx
src/components/InvalidConfigDialog.tsx,15252,.tsx
src/components/InvalidSettingsDialog.tsx,7063,.tsx
src/components/KeybindingWarnings.tsx,9534,.tsx
src/components/LanguagePicker.tsx,8664,.tsx
src/components/LogoV2/AnimatedAsterisk.tsx,7562,.tsx
src/components/LogoV2/AnimatedClawd.tsx,14054,.tsx
src/components/LogoV2/ChannelsNotice.tsx,29503,.tsx
src/components/LogoV2/Clawd.tsx,18574,.tsx
src/components/LogoV2/CondensedLogo.tsx,19395,.tsx
src/components/LogoV2/EmergencyTip.tsx,6707,.tsx
src/components/LogoV2/Feed.tsx,13804,.tsx
src/components/LogoV2/FeedColumn.tsx,5379,.tsx
src/components/LogoV2/feedConfigs.tsx,12205,.tsx
src/components/LogoV2/GuestPassesUpsell.tsx,9122,.tsx
src/components/LogoV2/LogoV2.tsx,75183,.tsx
src/components/LogoV2/Opus1mMergeNotice.tsx,5812,.tsx
src/components/LogoV2/OverageCreditUpsell.tsx,18347,.tsx
src/components/LogoV2/VoiceModeNotice.tsx,7668,.tsx
src/components/LogoV2/WelcomeV2.tsx,57864,.tsx
src/components/LogSelector.tsx,200487,.tsx
src/components/LspRecommendation/LspRecommendationMenu.tsx,10247,.tsx
src/components/ManagedSettingsSecurityDialog/ManagedSettingsSecurityDialog.tsx,14484,.tsx
src/components/ManagedSettingsSecurityDialog/utils.ts,3979,.ts
src/components/Markdown.tsx,28160,.tsx
src/components/MarkdownTable.tsx,47567,.tsx
src/components/mcp/CapabilitiesSection.tsx,4957,.tsx
src/components/mcp/ElicitationDialog.tsx,179643,.tsx
src/components/mcp/index.ts,523,.ts
src/components/mcp/MCPAgentServerMenu.tsx,26662,.tsx
src/components/mcp/MCPListPanel.tsx,58231,.tsx
src/components/mcp/McpParsingWarnings.tsx,22079,.tsx
src/components/mcp/MCPReconnect.tsx,16195,.tsx
src/components/mcp/MCPRemoteServerMenu.tsx,102489,.tsx
src/components/mcp/MCPSettings.tsx,40386,.tsx
src/components/mcp/MCPStdioServerMenu.tsx,28394,.tsx
src/components/mcp/MCPToolDetailView.tsx,23139,.tsx
src/components/mcp/MCPToolListView.tsx,16252,.tsx
src/components/mcp/utils/reconnectHelpers.tsx,5292,.tsx
src/components/MCPServerApprovalDialog.tsx,11563,.tsx
src/components/MCPServerDesktopImportDialog.tsx,21016,.tsx
src/components/MCPServerDialogCopy.tsx,1829,.tsx
src/components/MCPServerMultiselectDialog.tsx,16029,.tsx
src/components/memory/MemoryFileSelector.tsx,48121,.tsx
src/components/memory/MemoryUpdateNotification.tsx,5100,.tsx
src/components/MemoryUsageIndicator.tsx,4377,.tsx
src/components/Message.tsx,79113,.tsx
src/components/messageActions.tsx,54948,.tsx
src/components/MessageModel.tsx,4110,.tsx
src/components/MessageResponse.tsx,6933,.tsx
src/components/MessageRow.tsx,48342,.tsx
src/components/messages/AdvisorMessage.tsx,14479,.tsx
src/components/messages/AssistantRedactedThinkingMessage.tsx,2603,.tsx
src/components/messages/AssistantTextMessage.tsx,30427,.tsx
src/components/messages/AssistantThinkingMessage.tsx,8082,.tsx
src/components/messages/AssistantToolUseMessage.tsx,45285,.tsx
src/components/messages/AttachmentMessage.tsx,71430,.tsx
src/components/messages/CollapsedReadSearchContent.tsx,78078,.tsx
src/components/messages/CompactBoundaryMessage.tsx,2275,.tsx
src/components/messages/GroupedToolUseContent.tsx,8289,.tsx
src/components/messages/HighlightedThinkingText.tsx,14902,.tsx
src/components/messages/HookProgressMessage.tsx,10613,.tsx
src/components/messages/nullRenderingAttachments.ts,2257,.ts
src/components/messages/PlanApprovalMessage.tsx,25339,.tsx
src/components/messages/RateLimitMessage.tsx,17162,.tsx
src/components/messages/ShutdownMessage.tsx,14493,.tsx
src/components/messages/SystemAPIErrorMessage.tsx,12285,.tsx
src/components/messages/SystemTextMessage.tsx,79395,.tsx
src/components/messages/TaskAssignmentMessage.tsx,8186,.tsx
src/components/messages/teamMemCollapsed.tsx,13711,.tsx
src/components/messages/teamMemSaved.ts,711,.ts
src/components/messages/UserAgentNotificationMessage.tsx,6151,.tsx
src/components/messages/UserBashInputMessage.tsx,4503,.tsx
src/components/messages/UserBashOutputMessage.tsx,4188,.tsx
src/components/messages/UserChannelMessage.tsx,11325,.tsx
src/components/messages/UserCommandMessage.tsx,9210,.tsx
src/components/messages/UserImageMessage.tsx,5897,.tsx
src/components/messages/UserLocalCommandOutputMessage.tsx,14566,.tsx
src/components/messages/UserMemoryInputMessage.tsx,6516,.tsx
src/components/messages/UserPlanMessage.tsx,3743,.tsx
src/components/messages/UserPromptMessage.tsx,15172,.tsx
src/components/messages/UserResourceUpdateMessage.tsx,12363,.tsx
src/components/messages/UserTeammateMessage.tsx,24126,.tsx
src/components/messages/UserTextMessage.tsx,29051,.tsx
src/components/messages/UserToolResultMessage/RejectedPlanMessage.tsx,3409,.tsx
src/components/messages/UserToolResultMessage/RejectedToolUseMessage.tsx,1763,.tsx
src/components/messages/UserToolResultMessage/UserToolCanceledMessage.tsx,1777,.tsx
src/components/messages/UserToolResultMessage/UserToolErrorMessage.tsx,12222,.tsx
src/components/messages/UserToolResultMessage/UserToolRejectMessage.tsx,8570,.tsx
src/components/messages/UserToolResultMessage/UserToolResultMessage.tsx,13742,.tsx
src/components/messages/UserToolResultMessage/UserToolSuccessMessage.tsx,16409,.tsx
src/components/messages/UserToolResultMessage/utils.tsx,3938,.tsx
src/components/Messages.tsx,147457,.tsx
src/components/MessageSelector.tsx,115618,.tsx
src/components/MessageTimestamp.tsx,5448,.tsx
src/components/ModelPicker.tsx,54246,.tsx
src/components/NativeAutoUpdater.tsx,26514,.tsx
src/components/NotebookEditToolUseRejectedMessage.tsx,8447,.tsx
src/components/OffscreenFreeze.tsx,5664,.tsx
src/components/Onboarding.tsx,31885,.tsx
src/components/OutputStylePicker.tsx,13233,.tsx
src/components/PackageManagerAutoUpdater.tsx,13907,.tsx
src/components/Passes/Passes.tsx,27380,.tsx
src/components/permissions/AskUserQuestionPermissionRequest/AskUserQuestionPermissionRequest.tsx,82469,.tsx
src/components/permissions/AskUserQuestionPermissionRequest/PreviewBox.tsx,25959,.tsx
src/components/permissions/AskUserQuestionPermissionRequest/PreviewQuestionView.tsx,52983,.tsx
src/components/permissions/AskUserQuestionPermissionRequest/QuestionNavigationBar.tsx,22963,.tsx
src/components/permissions/AskUserQuestionPermissionRequest/QuestionView.tsx,58579,.tsx
src/components/permissions/AskUserQuestionPermissionRequest/SubmitQuestionsView.tsx,16641,.tsx
src/components/permissions/AskUserQuestionPermissionRequest/use-multiple-choice-state.ts,4142,.ts
src/components/permissions/BashPermissionRequest/BashPermissionRequest.tsx,75744,.tsx
src/components/permissions/BashPermissionRequest/bashToolUseOptions.tsx,21446,.tsx
src/components/permissions/ComputerUseApproval/ComputerUseApproval.tsx,44745,.tsx
src/components/permissions/EnterPlanModePermissionRequest/EnterPlanModePermissionRequest.tsx,13340,.tsx
src/components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx,121607,.tsx
src/components/permissions/FallbackPermissionRequest.tsx,30677,.tsx
src/components/permissions/FileEditPermissionRequest/FileEditPermissionRequest.tsx,16257,.tsx
src/components/permissions/FilePermissionDialog/FilePermissionDialog.tsx,30317,.tsx
src/components/permissions/FilePermissionDialog/ideDiffConfig.ts,858,.ts
src/components/permissions/FilePermissionDialog/permissionOptions.tsx,22367,.tsx
src/components/permissions/FilePermissionDialog/useFilePermissionDialog.ts,6809,.ts
src/components/permissions/FilePermissionDialog/usePermissionHandler.ts,5105,.ts
src/components/permissions/FilesystemPermissionRequest/FilesystemPermissionRequest.tsx,13085,.tsx
src/components/permissions/FileWritePermissionRequest/FileWritePermissionRequest.tsx,16526,.tsx
src/components/permissions/FileWritePermissionRequest/FileWriteToolDiff.tsx,9672,.tsx
src/components/permissions/hooks.ts,8453,.ts
src/components/permissions/NotebookEditPermissionRequest/NotebookEditPermissionRequest.tsx,16494,.tsx
src/components/permissions/NotebookEditPermissionRequest/NotebookEditToolDiff.tsx,24680,.tsx
src/components/permissions/PermissionDecisionDebugInfo.tsx,52533,.tsx
src/components/permissions/PermissionDialog.tsx,7317,.tsx
src/components/permissions/PermissionExplanation.tsx,23700,.tsx
src/components/permissions/PermissionPrompt.tsx,37391,.tsx
src/components/permissions/PermissionRequest.tsx,33579,.tsx
src/components/permissions/PermissionRequestTitle.tsx,5781,.tsx
src/components/permissions/PermissionRuleExplanation.tsx,14921,.tsx
